T24,CO2 emission estimates,,,
Region/Country/Area,,Year,Series,Value
344,"China, Hong Kong SAR",2016,Emissions per capita (metric tons of carbon dioxide),6.1
344,"China, Hong Kong SAR",2017,Emissions per capita (metric tons of carbon dioxide),6
344,"China, Hong Kong SAR",2018,Emissions per capita (metric tons of carbon dioxide),5.7
170,Colombia,1975,Emissions (thousand metric tons of carbon dioxide),"28,297"
170,Colombia,1985,Emissions (thousand metric tons of carbon dioxide),"39,473"
170,Colombia,2005,Emissions (thousand metric tons of carbon dioxide),"52,968"
170,Colombia,2010,Emissions (thousand metric tons of carbon dioxide),"59,550"
170,Colombia,2015,Emissions (thousand metric tons of carbon dioxide),"73,980"
170,Colombia,2016,Emissions (thousand metric tons of carbon dioxide),"76,992"
170,Colombia,2017,Emissions (thousand metric tons of carbon dioxide),"69,473"
170,Colombia,2018,Emissions (thousand metric tons of carbon dioxide),"73,082"
170,Colombia,1975,Emissions per capita (metric tons of carbon dioxide),1.2
170,Colombia,1985,Emissions per capita (metric tons of carbon dioxide),1.3
170,Colombia,2005,Emissions per capita (metric tons of carbon dioxide),1.2
170,Colombia,2010,Emissions per capita (metric tons of carbon dioxide),1.3
170,Colombia,2015,Emissions per capita (metric tons of carbon dioxide),1.6
170,Colombia,2016,Emissions per capita (metric tons of carbon dioxide),1.6
170,Colombia,2017,Emissions per capita (metric tons of carbon dioxide),1.4
170,Colombia,2018,Emissions per capita (metric tons of carbon dioxide),1.5
178,Congo,1975,Emissions (thousand metric tons of carbon dioxide),606
178,Congo,1985,Emissions (thousand metric tons of carbon dioxide),760
178,Congo,2005,Emissions (thousand metric tons of carbon dioxide),844
178,Congo,2010,Emissions (thousand metric tons of carbon dioxide),"1,833"
178,Congo,2015,Emissions (thousand metric tons of carbon dioxide),"3,165"
178,Congo,2016,Emissions (thousand metric tons of carbon dioxide),"2,978"
178,Congo,2017,Emissions (thousand metric tons of carbon dioxide),"2,847"
178,Congo,2018,Emissions (thousand metric tons of carbon dioxide),"2,848"
178,Congo,1975,Emissions per capita (metric tons of carbon dioxide),0.4
178,Congo,1985,Emissions per capita (metric tons of carbon dioxide),0.4
178,Congo,2005,Emissions per capita (metric tons of carbon dioxide),0.2
178,Congo,2010,Emissions per capita (metric tons of carbon dioxide),0.4
178,Congo,2015,Emissions per capita (metric tons of carbon dioxide),0.7
178,Congo,2016,Emissions per capita (metric tons of carbon dioxide),0.6
178,Congo,2017,Emissions per capita (metric tons of carbon dioxide),0.6
178,Congo,2018,Emissions per capita (metric tons of carbon dioxide),0.5
188,Costa Rica,1975,Emissions (thousand metric tons of carbon dioxide),"1,738"
188,Costa Rica,1985,Emissions (thousand metric tons of carbon dioxide),"1,949"
188,Costa Rica,2005,Emissions (thousand metric tons of carbon dioxide),"5,453"
188,Costa Rica,2010,Emissions (thousand metric tons of carbon dioxide),"6,604"
188,Costa Rica,2015,Emissions (thousand metric tons of carbon dioxide),"6,918"
188,Costa Rica,2016,Emissions (thousand metric tons of carbon dioxide),"7,460"
188,Costa Rica,2017,Emissions (thousand metric tons of carbon dioxide),"7,557"
188,Costa Rica,2018,Emissions (thousand metric tons of carbon dioxide),"7,635"
188,Costa Rica,1975,Emissions per capita (metric tons of carbon dioxide),0.8
188,Costa Rica,1985,Emissions per capita (metric tons of carbon dioxide),0.7
188,Costa Rica,2005,Emissions per capita (metric tons of carbon dioxide),1.3
188,Costa Rica,2010,Emissions per capita (metric tons of carbon dioxide),1.4
188,Costa Rica,2015,Emissions per capita (metric tons of carbon dioxide),1.4
188,Costa Rica,2016,Emissions per capita (metric tons of carbon dioxide),1.5
188,Costa Rica,2017,Emissions per capita (metric tons of carbon dioxide),1.5
188,Costa Rica,2018,Emissions per capita (metric tons of carbon dioxide),1.5
384,Côte d’Ivoire,1975,Emissions (thousand metric tons of carbon dioxide),"3,038"
384,Côte d’Ivoire,1985,Emissions (thousand metric tons of carbon dioxide),"3,047"
384,Côte d’Ivoire,2005,Emissions (thousand metric tons of carbon dioxide),"5,813"
384,Côte d’Ivoire,2010,Emissions (thousand metric tons of carbon dioxide),"6,219"
384,Côte d’Ivoire,2015,Emissions (thousand metric tons of carbon dioxide),"9,556"
384,Côte d’Ivoire,2016,Emissions (thousand metric tons of carbon dioxide),"9,322"
384,Côte d’Ivoire,2017,Emissions (thousand metric tons of carbon dioxide),"10,375"
384,Côte d’Ivoire,2018,Emissions (thousand metric tons of carbon dioxide),"9,910"
384,Côte d’Ivoire,1975,Emissions per capita (metric tons of carbon dioxide),0.5
384,Côte d’Ivoire,1985,Emissions per capita (metric tons of carbon dioxide),0.3
384,Côte d’Ivoire,2005,Emissions per capita (metric tons of carbon dioxide),0.3
384,Côte d’Ivoire,2010,Emissions per capita (metric tons of carbon dioxide),0.3
384,Côte d’Ivoire,2015,Emissions per capita (metric tons of carbon dioxide),0.4
384,Côte d’Ivoire,2016,Emissions per capita (metric tons of carbon dioxide),0.4
384,Côte d’Ivoire,2017,Emissions per capita (metric tons of carbon dioxide),0.4
384,Côte d’Ivoire,2018,Emissions per capita (metric tons of carbon dioxide),0.4
191,Croatia,2005,Emissions (thousand metric tons of carbon dioxide),"19,917"
191,Croatia,2010,Emissions (thousand metric tons of carbon dioxide),"18,249"
191,Croatia,2015,Emissions (thousand metric tons of carbon dioxide),"15,513"
191,Croatia,2016,Emissions (thousand metric tons of carbon dioxide),"15,859"
191,Croatia,2017,Emissions (thousand metric tons of carbon dioxide),"16,193"
191,Croatia,2018,Emissions (thousand metric tons of carbon dioxide),"15,294"
191,Croatia,2005,Emissions per capita (metric tons of carbon dioxide),4.6
191,Croatia,2010,Emissions per capita (metric tons of carbon dioxide),4.2
191,Croatia,2015,Emissions per capita (metric tons of carbon dioxide),3.7
191,Croatia,2016,Emissions per capita (metric tons of carbon dioxide),3.8
191,Croatia,2017,Emissions per capita (metric tons of carbon dioxide),3.9
191,Croatia,2018,Emissions per capita (metric tons of carbon dioxide),3.7
192,Cuba,1975,Emissions (thousand metric tons of carbon dioxide),"24,185"
192,Cuba,1985,Emissions (thousand metric tons of carbon dioxide),"32,179"
192,Cuba,2005,Emissions (thousand metric tons of carbon dioxide),"25,051"
192,Cuba,2010,Emissions (thousand metric tons of carbon dioxide),"29,509"
192,Cuba,2015,Emissions (thousand metric tons of carbon dioxide),"26,845"
192,Cuba,2016,Emissions (thousand metric tons of carbon dioxide),"27,812"
192,Cuba,2017,Emissions (thousand metric tons of carbon dioxide),"25,054"
192,Cuba,2018,Emissions (thousand metric tons of carbon dioxide),"24,377"
192,Cuba,1975,Emissions per capita (metric tons of carbon dioxide),2.6
192,Cuba,1985,Emissions per capita (metric tons of carbon dioxide),3.2
192,Cuba,2005,Emissions per capita (metric tons of carbon dioxide),2.2
192,Cuba,2010,Emissions per capita (metric tons of carbon dioxide),2.6
192,Cuba,2015,Emissions per capita (metric tons of carbon dioxide),2.4
192,Cuba,2016,Emissions per capita (metric tons of carbon dioxide),2.5
192,Cuba,2017,Emissions per capita (metric tons of carbon dioxide),2.2
192,Cuba,2018,Emissions per capita (metric tons of carbon dioxide),2.2
531,Curaçao,1975,Emissions (thousand metric tons of carbon dioxide),"10,195"
531,Curaçao,1985,Emissions (thousand metric tons of carbon dioxide),"4,498"
531,Curaçao,2005,Emissions (thousand metric tons of carbon dioxide),"5,978"
531,Curaçao,2010,Emissions (thousand metric tons of carbon dioxide),"4,378"
531,Curaçao,2015,Emissions (thousand metric tons of carbon dioxide),"5,271"
531,Curaçao,2016,Emissions (thousand metric tons of carbon dioxide),"4,510"
531,Curaçao,2017,Emissions (thousand metric tons of carbon dioxide),"3,488"
531,Curaçao,2018,Emissions (thousand metric tons of carbon dioxide),"2,783"
531,Curaçao,1975,Emissions per capita (metric tons of carbon dioxide),60.3
531,Curaçao,1985,Emissions per capita (metric tons of carbon dioxide),24.6
531,Curaçao,2005,Emissions per capita (metric tons of carbon dioxide),27.2
531,Curaçao,2010,Emissions per capita (metric tons of carbon dioxide),19.1
531,Curaçao,2015,Emissions per capita (metric tons of carbon dioxide),33.4
531,Curaçao,2016,Emissions per capita (metric tons of carbon dioxide),28.2
531,Curaçao,2017,Emissions per capita (metric tons of carbon dioxide),21.8
531,Curaçao,2018,Emissions per capita (metric tons of carbon dioxide),17.4
196,Cyprus,1975,Emissions (thousand metric tons of carbon dioxide),"1,658"
196,Cyprus,1985,Emissions (thousand metric tons of carbon dioxide),"2,765"
196,Cyprus,2005,Emissions (thousand metric tons of carbon dioxide),"7,048"
196,Cyprus,2010,Emissions (thousand metric tons of carbon dioxide),"7,261"
196,Cyprus,2015,Emissions (thousand metric tons of carbon dioxide),"5,901"
196,Cyprus,2016,Emissions (thousand metric tons of carbon dioxide),"6,269"
196,Cyprus,2017,Emissions (thousand metric tons of carbon dioxide),"6,377"
196,Cyprus,2018,Emissions (thousand metric tons of carbon dioxide),"6,310"
196,Cyprus,1975,Emissions per capita (metric tons of carbon dioxide),3.3
196,Cyprus,1985,Emissions per capita (metric tons of carbon dioxide),5.1
196,Cyprus,2005,Emissions per capita (metric tons of carbon dioxide),9.6
196,Cyprus,2010,Emissions per capita (metric tons of carbon dioxide),8.9
196,Cyprus,2015,Emissions per capita (metric tons of carbon dioxide),7
196,Cyprus,2016,Emissions per capita (metric tons of carbon dioxide),7.4
196,Cyprus,2017,Emissions per capita (metric tons of carbon dioxide),7.5
196,Cyprus,2018,Emissions per capita (metric tons of carbon dioxide),7.3
203,Czechia,1975,Emissions (thousand metric tons of carbon dioxide),"154,982"
203,Czechia,1985,Emissions (thousand metric tons of carbon dioxide),"175,254"
203,Czechia,2005,Emissions (thousand metric tons of carbon dioxide),"118,370"
203,Czechia,2010,Emissions (thousand metric tons of carbon dioxide),"112,460"
203,Czechia,2015,Emissions (thousand metric tons of carbon dioxide),"99,425"
203,Czechia,2016,Emissions (thousand metric tons of carbon dioxide),"101,160"
203,Czechia,2017,Emissions (thousand metric tons of carbon dioxide),"101,691"
203,Czechia,2018,Emissions (thousand metric tons of carbon dioxide),"100,749"
203,Czechia,1975,Emissions per capita (metric tons of carbon dioxide),15.4
203,Czechia,1985,Emissions per capita (metric tons of carbon dioxide),17
203,Czechia,2005,Emissions per capita (metric tons of carbon dioxide),11.6
203,Czechia,2010,Emissions per capita (metric tons of carbon dioxide),10.7
203,Czechia,2015,Emissions per capita (metric tons of carbon dioxide),9.4
203,Czechia,2016,Emissions per capita (metric tons of carbon dioxide),9.6
203,Czechia,2017,Emissions per capita (metric tons of carbon dioxide),9.6
203,Czechia,2018,Emissions per capita (metric tons of carbon dioxide),9.5
408,Dem. People's Rep. Korea,1975,Emissions (thousand metric tons of carbon dioxide),"78,599"
408,Dem. People's Rep. Korea,1985,Emissions (thousand metric tons of carbon dioxide),"129,448"
408,Dem. People's Rep. Korea,2005,Emissions (thousand metric tons of carbon dioxide),"75,340"
408,Dem. People's Rep. Korea,2010,Emissions (thousand metric tons of carbon dioxide),"49,293"
408,Dem. People's Rep. Korea,2015,Emissions (thousand metric tons of carbon dioxide),"22,546"
408,Dem. People's Rep. Korea,2016,Emissions (thousand metric tons of carbon dioxide),"27,296"
408,Dem. People's Rep. Korea,2017,Emissions (thousand metric tons of carbon dioxide),"19,580"
408,Dem. People's Rep. Korea,2018,Emissions (thousand metric tons of carbon dioxide),"15,322"
408,Dem. People's Rep. Korea,1975,Emissions per capita (metric tons of carbon dioxide),4.8
408,Dem. People's Rep. Korea,1985,Emissions per capita (metric tons of carbon dioxide),6.9
408,Dem. People's Rep. Korea,2005,Emissions per capita (metric tons of carbon dioxide),3.2
408,Dem. People's Rep. Korea,2010,Emissions per capita (metric tons of carbon dioxide),2
408,Dem. People's Rep. Korea,2015,Emissions per capita (metric tons of carbon dioxide),0.9
408,Dem. People's Rep. Korea,2016,Emissions per capita (metric tons of carbon dioxide),1.1
408,Dem. People's Rep. Korea,2017,Emissions per capita (metric tons of carbon dioxide),0.8
408,Dem. People's Rep. Korea,2018,Emissions per capita (metric tons of carbon dioxide),0.6
180,Dem. Rep. of the Congo,1975,Emissions (thousand metric tons of carbon dioxide),"2,621"
180,Dem. Rep. of the Congo,1985,Emissions (thousand metric tons of carbon dioxide),"3,254"
180,Dem. Rep. of the Congo,2005,Emissions (thousand metric tons of carbon dioxide),"1,282"
180,Dem. Rep. of the Congo,2010,Emissions (thousand metric tons of carbon dioxide),"1,869"
180,Dem. Rep. of the Congo,2015,Emissions (thousand metric tons of carbon dioxide),"2,735"
180,Dem. Rep. of the Congo,2016,Emissions (thousand metric tons of carbon dioxide),"1,979"
180,Dem. Rep. of the Congo,2017,Emissions (thousand metric tons of carbon dioxide),"2,202"
180,Dem. Rep. of the Congo,2018,Emissions (thousand metric tons of carbon dioxide),"2,123"
180,Dem. Rep. of the Congo,1975,Emissions per capita (metric tons of carbon dioxide),0.1
180,Dem. Rep. of the Congo,1985,Emissions per capita (metric tons of carbon dioxide),0.1
180,Dem. Rep. of the Congo,2005,Emissions per capita (metric tons of carbon dioxide),0
180,Dem. Rep. of the Congo,2010,Emissions per capita (metric tons of carbon dioxide),0
180,Dem. Rep. of the Congo,2015,Emissions per capita (metric tons of carbon dioxide),0
180,Dem. Rep. of the Congo,2016,Emissions per capita (metric tons of carbon dioxide),0
180,Dem. Rep. of the Congo,2017,Emissions per capita (metric tons of carbon dioxide),0
180,Dem. Rep. of the Congo,2018,Emissions per capita (metric tons of carbon dioxide),0
208,Denmark,1975,Emissions (thousand metric tons of carbon dioxide),"52,646"
208,Denmark,1985,Emissions (thousand metric tons of carbon dioxide),"61,032"
208,Denmark,2005,Emissions (thousand metric tons of carbon dioxide),"48,525"
208,Denmark,2010,Emissions (thousand metric tons of carbon dioxide),"47,288"
208,Denmark,2015,Emissions (thousand metric tons of carbon dioxide),"32,507"
208,Denmark,2016,Emissions (thousand metric tons of carbon dioxide),"34,100"
208,Denmark,2017,Emissions (thousand metric tons of carbon dioxide),"31,960"
208,Denmark,2018,Emissions (thousand metric tons of carbon dioxide),"32,022"
208,Denmark,1975,Emissions per capita (metric tons of carbon dioxide),10.4
208,Denmark,1985,Emissions per capita (metric tons of carbon dioxide),11.9
208,Denmark,2005,Emissions per capita (metric tons of carbon dioxide),9
208,Denmark,2010,Emissions per capita (metric tons of carbon dioxide),8.5
208,Denmark,2015,Emissions per capita (metric tons of carbon dioxide),5.7
208,Denmark,2016,Emissions per capita (metric tons of carbon dioxide),6
208,Denmark,2017,Emissions per capita (metric tons of carbon dioxide),5.5
208,Denmark,2018,Emissions per capita (metric tons of carbon dioxide),5.5
214,Dominican Republic,1975,Emissions (thousand metric tons of carbon dioxide),"5,213"
214,Dominican Republic,1985,Emissions (thousand metric tons of carbon dioxide),"6,234"
214,Dominican Republic,2005,Emissions (thousand metric tons of carbon dioxide),"17,522"
214,Dominican Republic,2010,Emissions (thousand metric tons of carbon dioxide),"19,025"
214,Dominican Republic,2015,Emissions (thousand metric tons of carbon dioxide),"21,523"
214,Dominican Republic,2016,Emissions (thousand metric tons of carbon dioxide),"22,541"
214,Dominican Republic,2017,Emissions (thousand metric tons of carbon dioxide),"21,469"
214,Dominican Republic,2018,Emissions (thousand metric tons of carbon dioxide),"23,202"
214,Dominican Republic,1975,Emissions per capita (metric tons of carbon dioxide),1
214,Dominican Republic,1985,Emissions per capita (metric tons of carbon dioxide),1
214,Dominican Republic,2005,Emissions per capita (metric tons of carbon dioxide),1.9
214,Dominican Republic,2010,Emissions per capita (metric tons of carbon dioxide),2
214,Dominican Republic,2015,Emissions per capita (metric tons of carbon dioxide),2.1
214,Dominican Republic,2016,Emissions per capita (metric tons of carbon dioxide),2.2
214,Dominican Republic,2017,Emissions per capita (metric tons of carbon dioxide),2
214,Dominican Republic,2018,Emissions per capita (metric tons of carbon dioxide),2.2
218,Ecuador,1975,Emissions (thousand metric tons of carbon dioxide),"5,936"
218,Ecuador,1985,Emissions (thousand metric tons of carbon dioxide),"11,666"
218,Ecuador,2005,Emissions (thousand metric tons of carbon dioxide),"23,832"
218,Ecuador,2010,Emissions (thousand metric tons of carbon dioxide),"31,580"
218,Ecuador,2015,Emissions (thousand metric tons of carbon dioxide),"37,181"
218,Ecuador,2016,Emissions (thousand metric tons of carbon dioxide),"35,535"
218,Ecuador,2017,Emissions (thousand metric tons of carbon dioxide),"34,382"
218,Ecuador,2018,Emissions (thousand metric tons of carbon dioxide),"36,235"
218,Ecuador,1975,Emissions per capita (metric tons of carbon dioxide),0.8
218,Ecuador,1985,Emissions per capita (metric tons of carbon dioxide),1.3
218,Ecuador,2005,Emissions per capita (metric tons of carbon dioxide),1.7
218,Ecuador,2010,Emissions per capita (metric tons of carbon dioxide),2.1
218,Ecuador,2015,Emissions per capita (metric tons of carbon dioxide),2.3
218,Ecuador,2016,Emissions per capita (metric tons of carbon dioxide),2.2
218,Ecuador,2017,Emissions per capita (metric tons of carbon dioxide),2
218,Ecuador,2018,Emissions per capita (metric tons of carbon dioxide),2.1
818,Egypt,1975,Emissions (thousand metric tons of carbon dioxide),"25,581"
818,Egypt,1985,Emissions (thousand metric tons of carbon dioxide),"64,474"
818,Egypt,2005,Emissions (thousand metric tons of carbon dioxide),"145,028"
818,Egypt,2010,Emissions (thousand metric tons of carbon dioxide),"176,922"
818,Egypt,2015,Emissions (thousand metric tons of carbon dioxide),"203,281"
818,Egypt,2016,Emissions (thousand metric tons of carbon dioxide),"210,890"
818,Egypt,2017,Emissions (thousand metric tons of carbon dioxide),"216,758"
818,Egypt,2018,Emissions (thousand metric tons of carbon dioxide),"223,577"
818,Egypt,1975,Emissions per capita (metric tons of carbon dioxide),0.7
818,Egypt,1985,Emissions per capita (metric tons of carbon dioxide),1.3
818,Egypt,2005,Emissions per capita (metric tons of carbon dioxide),1.9
818,Egypt,2010,Emissions per capita (metric tons of carbon dioxide),2.1
818,Egypt,2015,Emissions per capita (metric tons of carbon dioxide),2.2
818,Egypt,2016,Emissions per capita (metric tons of carbon dioxide),2.2
818,Egypt,2017,Emissions per capita (metric tons of carbon dioxide),2.2
818,Egypt,2018,Emissions per capita (metric tons of carbon dioxide),2.3
222,El Salvador,1975,Emissions (thousand metric tons of carbon dioxide),"1,930"
222,El Salvador,1985,Emissions (thousand metric tons of carbon dioxide),"1,641"
222,El Salvador,2005,Emissions (thousand metric tons of carbon dioxide),"6,372"
222,El Salvador,2010,Emissions (thousand metric tons of carbon dioxide),"6,032"
222,El Salvador,2015,Emissions (thousand metric tons of carbon dioxide),"6,614"
222,El Salvador,2016,Emissions (thousand metric tons of carbon dioxide),"6,784"
222,El Salvador,2017,Emissions (thousand metric tons of carbon dioxide),"5,996"
222,El Salvador,2018,Emissions (thousand metric tons of carbon dioxide),"6,423"
222,El Salvador,1975,Emissions per capita (metric tons of carbon dioxide),0.5
222,El Salvador,1985,Emissions per capita (metric tons of carbon dioxide),0.3
222,El Salvador,2005,Emissions per capita (metric tons of carbon dioxide),1.1
222,El Salvador,2010,Emissions per capita (metric tons of carbon dioxide),1
222,El Salvador,2015,Emissions per capita (metric tons of carbon dioxide),1
222,El Salvador,2016,Emissions per capita (metric tons of carbon dioxide),1.1
222,El Salvador,2017,Emissions per capita (metric tons of carbon dioxide),0.9
222,El Salvador,2018,Emissions per capita (metric tons of carbon dioxide),1
226,Equatorial Guinea,1985,Emissions (thousand metric tons of carbon dioxide),41
226,Equatorial Guinea,2005,Emissions (thousand metric tons of carbon dioxide),"5,903"
226,Equatorial Guinea,2010,Emissions (thousand metric tons of carbon dioxide),"7,880"
226,Equatorial Guinea,2015,Emissions (thousand metric tons of carbon dioxide),"5,694"
226,Equatorial Guinea,2016,Emissions (thousand metric tons of carbon dioxide),"4,512"
226,Equatorial Guinea,2017,Emissions (thousand metric tons of carbon dioxide),"4,904"
226,Equatorial Guinea,2018,Emissions (thousand metric tons of carbon dioxide),"5,952"
226,Equatorial Guinea,1985,Emissions per capita (metric tons of carbon dioxide),0.1
226,Equatorial Guinea,2005,Emissions per capita (metric tons of carbon dioxide),7.9
226,Equatorial Guinea,2010,Emissions per capita (metric tons of carbon dioxide),8.3
226,Equatorial Guinea,2015,Emissions per capita (metric tons of carbon dioxide),4.9
226,Equatorial Guinea,2016,Emissions per capita (metric tons of carbon dioxide),3.7
226,Equatorial Guinea,2017,Emissions per capita (metric tons of carbon dioxide),3.9
226,Equatorial Guinea,2018,Emissions per capita (metric tons of carbon dioxide),4.5
232,Eritrea,2005,Emissions (thousand metric tons of carbon dioxide),582
232,Eritrea,2010,Emissions (thousand metric tons of carbon dioxide),483
232,Eritrea,2015,Emissions (thousand metric tons of carbon dioxide),571
232,Eritrea,2016,Emissions (thousand metric tons of carbon dioxide),582
232,Eritrea,2017,Emissions (thousand metric tons of carbon dioxide),642
232,Eritrea,2018,Emissions (thousand metric tons of carbon dioxide),715
232,Eritrea,2005,Emissions per capita (metric tons of carbon dioxide),0.2
232,Eritrea,2010,Emissions per capita (metric tons of carbon dioxide),0.2
232,Eritrea,2015,Emissions per capita (metric tons of carbon dioxide),0.1
232,Eritrea,2016,Emissions per capita (metric tons of carbon dioxide),0.1
232,Eritrea,2017,Emissions per capita (metric tons of carbon dioxide),0.1
232,Eritrea,2018,Emissions per capita (metric tons of carbon dioxide),0.1
233,Estonia,2005,Emissions (thousand metric tons of carbon dioxide),"16,752"
233,Estonia,2010,Emissions (thousand metric tons of carbon dioxide),"18,570"
233,Estonia,2015,Emissions (thousand metric tons of carbon dioxide),"15,162"
233,Estonia,2016,Emissions (thousand metric tons of carbon dioxide),"15,463"
233,Estonia,2017,Emissions (thousand metric tons of carbon dioxide),"15,971"
233,Estonia,2018,Emissions (thousand metric tons of carbon dioxide),"15,697"
233,Estonia,2005,Emissions per capita (metric tons of carbon dioxide),12.3
233,Estonia,2010,Emissions per capita (metric tons of carbon dioxide),13.9
233,Estonia,2015,Emissions per capita (metric tons of carbon dioxide),11.5
233,Estonia,2016,Emissions per capita (metric tons of carbon dioxide),11.8
233,Estonia,2017,Emissions per capita (metric tons of carbon dioxide),12.1
233,Estonia,2018,Emissions per capita (metric tons of carbon dioxide),11.9
231,Ethiopia,1975,Emissions (thousand metric tons of carbon dioxide),"1,178"
231,Ethiopia,1985,Emissions (thousand metric tons of carbon dioxide),"1,386"
231,Ethiopia,2005,Emissions (thousand metric tons of carbon dioxide),"4,428"
231,Ethiopia,2010,Emissions (thousand metric tons of carbon dioxide),"5,841"
231,Ethiopia,2015,Emissions (thousand metric tons of carbon dioxide),"9,987"
231,Ethiopia,2016,Emissions (thousand metric tons of carbon dioxide),"11,751"
231,Ethiopia,2017,Emissions (thousand metric tons of carbon dioxide),"12,258"
231,Ethiopia,2018,Emissions (thousand metric tons of carbon dioxide),"13,083"
231,Ethiopia,1975,Emissions per capita (metric tons of carbon dioxide),0
231,Ethiopia,1985,Emissions per capita (metric tons of carbon dioxide),0
231,Ethiopia,2005,Emissions per capita (metric tons of carbon dioxide),0.1
231,Ethiopia,2010,Emissions per capita (metric tons of carbon dioxide),0.1
231,Ethiopia,2015,Emissions per capita (metric tons of carbon dioxide),0.1
231,Ethiopia,2016,Emissions per capita (metric tons of carbon dioxide),0.1
231,Ethiopia,2017,Emissions per capita (metric tons of carbon dioxide),0.1
231,Ethiopia,2018,Emissions per capita (metric tons of carbon dioxide),0.1
246,Finland,1975,Emissions (thousand metric tons of carbon dioxide),"44,189"
246,Finland,1985,Emissions (thousand metric tons of carbon dioxide),"48,285"
246,Finland,2005,Emissions (thousand metric tons of carbon dioxide),"54,918"
246,Finland,2010,Emissions (thousand metric tons of carbon dioxide),"62,001"
246,Finland,2015,Emissions (thousand metric tons of carbon dioxide),"42,354"
246,Finland,2016,Emissions (thousand metric tons of carbon dioxide),"45,153"
246,Finland,2017,Emissions (thousand metric tons of carbon dioxide),"42,402"
246,Finland,2018,Emissions (thousand metric tons of carbon dioxide),"43,753"
246,Finland,1975,Emissions per capita (metric tons of carbon dioxide),9.4
246,Finland,1985,Emissions per capita (metric tons of carbon dioxide),9.9
246,Finland,2005,Emissions per capita (metric tons of carbon dioxide),10.5
246,Finland,2010,Emissions per capita (metric tons of carbon dioxide),11.6
246,Finland,2015,Emissions per capita (metric tons of carbon dioxide),7.7
246,Finland,2016,Emissions per capita (metric tons of carbon dioxide),8.2
246,Finland,2017,Emissions per capita (metric tons of carbon dioxide),7.7
246,Finland,2018,Emissions per capita (metric tons of carbon dioxide),7.9
250,France,1975,Emissions (thousand metric tons of carbon dioxide),"423,108"
250,France,1985,Emissions (thousand metric tons of carbon dioxide),"351,798"
250,France,2005,Emissions (thousand metric tons of carbon dioxide),"371,708"
250,France,2010,Emissions (thousand metric tons of carbon dioxide),"340,052"
250,France,2015,Emissions (thousand metric tons of carbon dioxide),"303,917"
250,France,2016,Emissions (thousand metric tons of carbon dioxide),"306,067"
250,France,2017,Emissions (thousand metric tons of carbon dioxide),"309,872"
250,France,2018,Emissions (thousand metric tons of carbon dioxide),"303,478"
250,France,1975,Emissions per capita (metric tons of carbon dioxide),7.8
250,France,1985,Emissions per capita (metric tons of carbon dioxide),6.2
250,France,2005,Emissions per capita (metric tons of carbon dioxide),5.9
250,France,2010,Emissions per capita (metric tons of carbon dioxide),5.2
250,France,2015,Emissions per capita (metric tons of carbon dioxide),4.6
250,France,2016,Emissions per capita (metric tons of carbon dioxide),4.6
250,France,2017,Emissions per capita (metric tons of carbon dioxide),4.6
250,France,2018,Emissions per capita (metric tons of carbon dioxide),4.5
266,Gabon,1975,Emissions (thousand metric tons of carbon dioxide),757
266,Gabon,1985,Emissions (thousand metric tons of carbon dioxide),"1,682"
266,Gabon,2005,Emissions (thousand metric tons of carbon dioxide),"1,733"
266,Gabon,2010,Emissions (thousand metric tons of carbon dioxide),"2,660"
266,Gabon,2015,Emissions (thousand metric tons of carbon dioxide),"3,253"
266,Gabon,2016,Emissions (thousand metric tons of carbon dioxide),"3,459"
266,Gabon,2017,Emissions (thousand metric tons of carbon dioxide),"2,518"
266,Gabon,2018,Emissions (thousand metric tons of carbon dioxide),"2,538"
266,Gabon,1975,Emissions per capita (metric tons of carbon dioxide),1.2
266,Gabon,1985,Emissions per capita (metric tons of carbon dioxide),2
266,Gabon,2005,Emissions per capita (metric tons of carbon dioxide),1.2
266,Gabon,2010,Emissions per capita (metric tons of carbon dioxide),1.6
266,Gabon,2015,Emissions per capita (metric tons of carbon dioxide),1.7
266,Gabon,2016,Emissions per capita (metric tons of carbon dioxide),1.7
266,Gabon,2017,Emissions per capita (metric tons of carbon dioxide),1.2
266,Gabon,2018,Emissions per capita (metric tons of carbon dioxide),1.2
268,Georgia,2005,Emissions (thousand metric tons of carbon dioxide),"4,066"
268,Georgia,2010,Emissions (thousand metric tons of carbon dioxide),"4,995"
268,Georgia,2015,Emissions (thousand metric tons of carbon dioxide),"8,530"
268,Georgia,2016,Emissions (thousand metric tons of carbon dioxide),"8,957"
268,Georgia,2017,Emissions (thousand metric tons of carbon dioxide),"8,940"
268,Georgia,2018,Emissions (thousand metric tons of carbon dioxide),"8,770"
268,Georgia,2005,Emissions per capita (metric tons of carbon dioxide),1
268,Georgia,2010,Emissions per capita (metric tons of carbon dioxide),1.3
268,Georgia,2015,Emissions per capita (metric tons of carbon dioxide),2.3
268,Georgia,2016,Emissions per capita (metric tons of carbon dioxide),2.4
268,Georgia,2017,Emissions per capita (metric tons of carbon dioxide),2.4
268,Georgia,2018,Emissions per capita (metric tons of carbon dioxide),2.4
276,Germany,1975,Emissions (thousand metric tons of carbon dioxide),"973,366"
276,Germany,1985,Emissions (thousand metric tons of carbon dioxide),"1,004,256"
276,Germany,2005,Emissions (thousand metric tons of carbon dioxide),"786,931"
276,Germany,2010,Emissions (thousand metric tons of carbon dioxide),"758,848"
276,Germany,2015,Emissions (thousand metric tons of carbon dioxide),"729,684"
